Groupid,Id,Matchid,Matchtype,Assists,Boosts,Damagedealt,Headshotkills,Heals,Is Duo,Is Squad,Kills,Killstreaks,Longestkill,Matchduration,Matchkillrank,Matchtypeint,Maxplace,Numenemiesknocked,Numgroups,Overallkillrank,Overallwinbasedrank,Revives,Ridedistance,Swimdistance,Teamkills,Vehicledestroys,Walkdistance,Weaponsacquired,Winplaceperc,Ln Damage Dealt,Ln Match Kill Rank,Ln Win Place Perc,Ln Win Place Perc
fa960a3da5f157,d724e94d4328a6,4e1836f1647fb2,solo,0,3,246.4,0,3,0,0,3,1,85.84,"1,432",9,1,97,0,94,0,0,0,145,0,0,0,1932,4,0.7917,5.506956232,2.197224577,-0.233572747,-0.233572747
2cd627a03db673,e51822a6367dce,eda11a9eb20d2f,solo,0,3,569.2,0,3,0,0,5,1,115,"1,301",4,1,93,0,90,0,0,0,0,0,0,0,2571,5,0.8152,6.344231866,1.386294361,-0.204321797,-0.204321797
e6a89a0ea70dab,fb434083c2aa45,49897c95a59c35,solo,0,4,114,0,3,0,0,1,1,7.608,"1,427",21,1,94,0,92,0,0,0,0,0,0,0,2500,3,0.9892,4.736198448,3.044522438,-0.010858743,-0.010858743
6f1929580ab07c,eb135e308cff55,e0248a01c8be33,solo,0,4,179.9,0,0,0,0,1,1,68.67,"1,442",23,1,91,0,88,0,0,0,1931,88.18,0,0,2851,5,0.9667,5.192401141,3.135494216,-0.03386707,-0.03386707
8053100787241a,1eaebc0e3259f0,33a674f863fefe,solo,0,4,213.3,0,3,0,0,1,1,12.54,"1,825",21,1,95,0,91,"1,603","1,739",0,2590,0,0,0,3299,5,0.9149,5.362699625,3.044522438,-0.088940509,-0.088940509
97b8d0f4260c36,dad9fb0c75fc90,b3d5ec4a1d8674,solo,0,4,215.2,0,1,0,0,2,1,132.7,"1,853",12,1,90,0,85,0,0,0,9900,41.01,0,0,2195,6,0.9438,5.371567828,2.48490665,-0.057841,-0.057841
7478aa981e0c06,60df9e119143ca,501b1baa518cc7,solo,0,5,193,0,1,0,0,1,1,22.27,"1,385",29,1,95,0,95,0,0,0,0,0,0,0,1077,5,0.7979,5.262690189,3.36729583,-0.225772003,-0.225772003
da976ed7a732ec,21822c6a029936,da1ee2c92be300,solo,0,5,200,0,0,0,0,2,1,41.75,"1,348",11,1,96,0,95,"1,118","1,509",0,0,0,0,0,3034,5,0.9368,5.298317367,2.397895273,-0.065285467,-0.065285467
07d0d96f75a3df,cc9fc8d8c03a07,38016eff74a3a6,solo,0,5,314.8,0,0,0,0,2,1,34.29,"1,904",14,1,97,0,93,"1,227","1,523",0,0,0,0,0,2966,6,0.8125,5.751937517,2.63905733,-0.207639365,-0.207639365
9371cef53942c2,c8339afd4b1cad,7155fdd965af7e,solo,0,5,317.5,0,2,0,0,2,1,65.94,"1,361",14,1,92,0,91,0,0,0,0,0,0,0,3054,6,0.956,5.760477818,2.63905733,-0.044997366,-0.044997366
946c7fd4a3423e,0ae47b427a9a95,07a2426d2ebfa9,solo,0,5,236.5,0,3,0,0,2,1,74.49,"1,454",16,1,97,0,93,0,0,0,0,0,0,0,2754,6,0.9062,5.465948208,2.772588722,-0.098495247,-0.098495247
a03f926ac9393b,fa11b3e2fb4cfe,42a4ac0a0047e5,solo,0,5,202,0,1,0,0,2,1,15.14,"1,417",12,1,92,0,88,0,0,0,0,0,0,0,2006,12,0.989,5.308267697,2.48490665,-0.011060947,-0.011060947
f9b95266362e69,31313af4f1aa40,e150d2fda18f62,solo,0,5,351.5,0,2,0,0,3,1,55.72,"1,375",8,1,93,0,90,0,0,0,0,69.95,0,0,2765,4,0.8804,5.862209711,2.079441542,-0.127378929,-0.127378929
ffb955fc1b50d8,ab9c6680823a10,e884ef5d283942,solo,0,6,256.1,0,5,0,0,1,1,15.03,"1,764",21,1,92,0,89,0,0,0,1600,0,0,0,2269,7,0.9451,5.545567993,3.044522438,-0.056464537,-0.056464537
97747f565ab2b9,d47cda90a02a14,e3dac9c6d7a325,solo,0,6,158.4,0,11,0,0,2,1,195.2,"1,824",13,1,96,0,95,"1,298","1,454",0,5925,0,0,0,3172,4,0.9579,5.065123479,2.564949357,-0.043011891,-0.043011891
6f3d5a4b96105b,95cd2f443f5b64,7a5f803a6d20c3,solo,0,7,161.7,0,8,0,0,1,1,51.97,"1,936",22,1,91,0,89,"1,000","1,500",0,0,0,0,0,4759,9,0.9667,5.085742767,3.091042453,-0.03386707,-0.03386707
6e39507f32a8cb,d8459a8f11c04d,df5f39b08f895f,solo,0,9,374.9,0,0,0,0,2,1,61.38,"1,972",13,1,96,0,91,"1,236","1,522",0,2876,0,0,0,3195,9,0.9158,5.926659324,2.564949357,-0.087957279,-0.087957279
3b18a1976bb246,44774ea953d297,7f8437f072abe8,solo,0,9,374.8,0,6,0,0,4,1,68.18,"1,438",6,1,99,0,95,"1,480","1,531",0,1876,0,0,0,1889,4,0.9694,5.92639255,1.791759469,-0.031077956,-0.031077956
7351ba1d30e45d,48812d4f2317ef,9a8d8817654e82,solo,0,12,668.2,0,2,0,0,5,1,183.2,"1,829",3,1,55,0,54,"1,205","1,468",0,1095,0,0,0,2772,9,0.9815,6.50458753,1.098612289,-0.018673265,-0.018673265
8130723b167326,adecf24af64f4e,a6db204f6c155d,solo,0,0,100,1,0,0,0,1,1,0,"1,852",40,1,97,0,94,0,0,0,0,0,0,0,187.4,1,0.2188,4.605170186,3.688879454,-1.519597208,-1.519597208
e60ce7805ea6c3,cd2bee33c65da6,3993cae0afb91d,solo,0,0,100,1,0,0,0,1,1,7.055,"1,360",36,1,99,0,96,"1,475","1,473",0,0,0,0,0,88.06,1,0.4286,4.605170186,3.583518938,-0.847231196,-0.847231196
d61a50fa36b6ab,c95c981e6165a2,a2532b1c1aa56b,solo,0,0,100,1,1,0,0,1,1,11.21,"1,916",43,1,99,0,95,0,0,0,0,0,0,0,177.8,1,0.2245,4.605170186,3.761200116,-1.493879572,-1.493879572
a0086838f03e57,6b587093c6098b,32a6b118669c79,solo,0,0,146.3,1,0,0,0,1,1,7.581,"1,369",40,1,96,0,93,"1,411","1,432",0,0,0,0,0,283.6,2,0.5158,4.985659308,3.688879454,-0.662036186,-0.662036186
5325b0a7ef28e4,0366dba5b14e8f,0d316621b5956e,solo,0,0,100,1,0,0,0,1,1,18.53,"1,451",47,1,98,0,95,"1,186","1,462",0,0,0,0,0,194.9,2,0.2577,4.605170186,3.850147602,-1.355959161,-1.355959161
dccd8336f38d26,60ebde97ac141a,42dd313ea2706f,solo,0,0,100,1,0,0,0,1,1,61,"1,383",43,1,99,0,98,0,0,0,0,0,0,0,202.4,2,0.2245,4.605170186,3.761200116,-1.493879572,-1.493879572
bbc29a08ce7c5b,bf0f1ce40f8847,f639ebcedb667f,solo,0,0,130,1,0,0,0,1,1,12.82,"1,513",33,1,91,0,88,0,0,0,0,0,0,0,347.3,3,0.4667,4.86753445,3.496507561,-0.762068626,-0.762068626
8211145dea61f6,14858affe1d4c7,ceec9c963086a4,solo,0,0,130.9,1,0,0,0,1,1,26.31,"1,370",30,1,97,0,95,"1,347","1,462",0,0,0,0,0,1099,3,0.625,4.874433673,3.401197382,-0.470003629,-0.470003629
2af3b58105ffac,743173b75a45ae,c4b689cdc9dba3,solo,0,0,100,1,0,0,0,1,1,29.92,"1,951",39,1,95,0,93,0,0,0,0,0,0,0,122.2,4,0.2021,4.605170186,3.663561646,-1.598992655,-1.598992655
e018fd133e9814,0915046f5341e7,3b3b676fdeb132,solo,0,0,100,1,0,0,0,1,1,62.85,"1,309",28,1,96,0,95,0,0,0,1048,0,0,0,2494,4,0.8211,4.605170186,3.33220451,-0.197110374,-0.197110374
cad244474c7f7f,e15f267e1667a3,de429189e4b5b2,solo,0,0,24.99,1,0,0,0,1,1,125.9,"1,494",32,1,97,0,95,"1,542","1,583",0,0,0,0,0,451,4,0.4688,3.218475745,3.465735903,-0.757579041,-0.757579041
02be3ad4487d3c,ddbd8a1daac7aa,6098eb011d6978,solo,0,0,100,1,0,0,0,1,1,16.6,"1,401",45,1,99,0,97,"1,030","1,507",0,0,0,0,0,253.9,4,0.2347,4.605170186,3.80666249,-1.449447176,-1.449447176
bd490468c6ac57,0eb53e041e7520,87f1f3be8a7d25,solo,0,0,62.7,1,2,0,0,1,1,8.176,"1,413",33,1,96,0,93,"1,093","1,474",0,0,0,0,0,686.2,4,0.5474,4.138361448,3.496507561,-0.602575482,-0.602575482
e554ea2a59df91,d5c160a7651262,bd7faa5adc1436,solo,0,0,143,1,0,0,0,1,1,154.1,"1,945",23,1,91,0,87,"1,589","1,662",0,4825,0,0,0,2810,5,0.8556,4.96284463,3.135494216,-0.155952302,-0.155952302
3388201dd4e2b5,839d9e7c7ea511,3e76330d08b5b0,solo,0,0,144.6,1,0,0,0,1,1,33.75,"1,967",18,1,96,0,91,0,0,0,1056,0,0,0,4294,9,0.9158,4.97397131,2.890371758,-0.087957279,-0.087957279
7e0df82aeeeb0d,8e78a764cfb792,40dc48b7b260f7,solo,0,0,100,1,2,0,0,1,1,43.72,"1,321",24,1,94,0,92,0,0,0,0,35.45,0,0,2266,9,0.8602,4.605170186,3.17805383,-0.150590359,-0.150590359
af8aecfc2e552e,0469f37a1c5a14,e4b41b629245b1,solo,0,0,114.3,1,0,0,0,2,1,29.79,"1,371",22,1,95,0,94,0,0,0,0,0,0,0,107.3,1,0.3617,4.738826571,3.091042453,-1.01694014,-1.01694014
bed894d79b9483,69fc0e7643f340,cef62593803d5a,solo,0,0,261.9,1,0,0,0,2,1,9.321,"1,490",17,1,96,0,95,0,0,0,0,0,0,0,104.7,2,0.2632,5.567962752,2.833213344,-1.33484108,-1.33484108
e1470e6bc5bf96,73e15a2e8b7a94,473dcdd331656e,solo,0,0,189.6,1,1,0,0,2,1,19.44,"1,881",20,1,96,0,94,0,0,0,0,0,0,0,823.4,3,0.5053,5.24491659,2.995732274,-0.682602967,-0.682602967
71191872a97835,27974a469b6937,2ea0096bcd892a,solo,0,0,200,1,0,0,0,2,1,18.12,"1,357",19,1,97,0,94,0,0,0,0,0,0,0,181,4,0.3229,5.298317367,2.944438979,-1.130412601,-1.130412601
3720a7844767d3,a6d8843d5a8815,b7f15fad3381e1,solo,0,0,238.7,1,0,0,0,2,1,31.61,"1,482",14,1,95,0,92,0,0,0,0,0,0,0,1112,5,0.9468,5.475207533,2.63905733,-0.054667401,-0.054667401
a1a9bebaad7e8b,0be1e16055419c,8a6a0047c4ac62,solo,0,0,239.7,1,0,0,0,2,1,119.4,"1,907",12,1,88,0,85,"1,337","1,636",0,3573,0,0,0,2098,6,0.8621,5.479388141,2.48490665,-0.148384006,-0.148384006
fa53b3f231dd6b,6abe39963d6ba4,0df89deba80428,solo,0,0,155.9,1,0,0,0,2,1,21.47,"1,447",17,1,98,0,92,"1,345","1,430",0,0,0,0,0,441.4,6,0.4536,5.049214776,2.833213344,-0.790539527,-0.790539527
3f183071790421,578472bfe0f480,8d66bbac365bcf,solo,0,0,558.3,1,0,0,0,5,1,34.03,"1,377",3,1,92,0,92,0,0,0,0,0,0,0,987.4,5,0.6923,6.324896452,1.098612289,-0.367735891,-0.367735891
682a80993cc9e7,94f8f8758e3c2b,92549ee577e21b,solo,0,1,51.04,1,0,0,0,1,1,12.18,"1,352",37,1,97,0,95,0,0,0,0,0,0,0,202.7,2,0.3438,3.932609639,3.610917913,-1.067695186,-1.067695186
3aaa0c95eb5771,1ed55eeeb7a499,1d7542de70c3c5,solo,0,1,123.2,1,1,0,0,1,1,15.96,"1,484",35,1,94,0,92,0,0,0,0,0,0,0,1148,2,0.6022,4.813809051,3.555348061,-0.507165663,-0.507165663
015288470be8ea,a75ddaef771279,686022f3441f79,solo,0,1,134.3,1,1,0,0,1,1,2.921,"1,325",39,1,97,0,96,"1,000","1,500",0,0,0,0,0,133.2,2,0.4062,4.900076104,3.663561646,-0.90090963,-0.90090963
67cf2ce8b9e0e9,b62d6ca5148267,6ac5cbabced987,solo,0,1,173.3,1,1,0,0,1,1,110.6,"1,433",35,1,99,0,94,0,0,0,0,0,0,0,438.4,2,0.551,5.155024197,3.555348061,-0.59602047,-0.59602047
330a6335551322,4cddc6c0e771fe,65b1d054d58ab2,solo,0,1,100,1,3,0,0,1,1,20.97,"1,876",30,1,93,0,89,0,0,0,4674,0,0,0,944.8,3,0.5435,4.605170186,3.401197382,-0.609725572,-0.609725572
8a7ca4d07ff322,564da3cf36bb76,d244525f9ee57c,solo,0,1,119.6,1,5,0,0,1,1,10.01,"1,967",38,1,95,0,91,0,0,0,0,0,0,0,117,3,0.2553,4.784152842,3.63758616,-1.365315955,-1.365315955
4394dd7488f278,e8b2d1d427a6ec,a26fc28cc7bfa2,solo,0,1,166.3,1,1,0,0,1,1,8.423,"1,420",30,1,95,0,94,"1,228","1,435",0,0,0,0,0,377.1,4,0.5213,5.113793386,3.401197382,-0.651429587,-0.651429587
ea3a186da74bec,99dff84ed47f38,34e7ad51716935,solo,0,1,154.8,1,1,0,0,1,1,47.94,"1,384",24,1,96,0,94,0,0,0,0,0,0,0,2293,6,0.8526,5.042133961,3.17805383,-0.159464775,-0.159464775
b3bb49c8eae79b,dc3b779e3a43c5,2a5e4f8d67ba28,solo,0,1,261.6,1,1,0,0,2,1,27.39,"1,439",16,1,95,0,93,0,0,0,0,0,0,0,751,5,0.5957,5.56681662,2.772588722,-0.518018094,-0.518018094
d192d25018cb72,7133d102ef32b0,f49655c4bb85a1,solo,0,1,220.4,1,1,0,0,2,1,43.15,"1,469",16,1,96,0,95,"1,557","1,637",0,0,0,0,0,1470,5,0.7684,5.395444077,2.772588722,-0.263444848,-0.263444848
8e766ffc943b4c,db0318ea8fac8f,0265d30ceba194,solo,0,1,293.7,1,2,0,0,2,1,50.02,"1,419",11,1,97,0,97,"1,492","1,571",0,0,0,0,0,1942,5,0.9688,5.682558838,2.397895273,-0.031697087,-0.031697087
f1c125f9a5e326,51dd34ecebbb3a,5dd536a03e7609,solo,0,1,357.3,1,3,0,0,2,1,103.2,"1,875",13,1,91,0,88,"1,465","1,530",0,0,0,0,0,3403,5,0.9111,5.878575765,2.564949357,-0.093102618,-0.093102618
bfbc2533cfffb7,4f6a8fc39b961c,7073d7c1b173db,solo,0,1,175,1,3,0,0,2,1,88.59,"1,873",11,1,94,0,91,0,0,0,0,0,0,0,2954,6,0.9785,5.164785974,2.397895273,-0.021734492,-0.021734492
1143f5bfc752a4,0d198f3a28e945,38233c584165fb,solo,0,1,300,1,0,0,0,3,1,10.79,"1,404",10,1,95,0,93,0,0,0,0,0,0,0,707.9,4,0.6596,5.703782475,2.302585093,-0.416121688,-0.416121688
3f49e440805f77,e81da191512933,3e1b9725c193a6,solo,0,1,280.9,1,1,0,0,3,1,63.42,"1,402",10,1,98,0,96,"1,058","1,515",0,0,0,0,0,1088,5,0.6495,5.637998734,2.302585093,-0.431552443,-0.431552443
f20823358cf4a3,a19eb5ee0f2223,af148c1198ef60,solo,0,1,261.6,1,2,0,0,3,1,26.85,"1,516",9,1,93,0,91,0,0,0,868.6,0,0,0,2054,5,0.8478,5.56681662,2.197224577,-0.16511052,-0.16511052
36f567f56acec6,08ec010609f6eb,b3694f114c57ea,solo,0,2,100,1,4,0,0,1,1,5.669,"1,350",33,1,93,0,92,0,0,0,0,0,0,0,1824,2,0.6522,4.605170186,3.496507561,-0.427404016,-0.427404016
e965f4c136021f,c6d86e7dd55347,c8c9222bb967cf,solo,0,2,109.6,1,1,0,0,1,1,2.455,"1,338",24,1,94,0,93,0,0,0,0,0,0,0,1623,3,0.7312,4.696837375,3.17805383,-0.313068259,-0.313068259
438ff3b8eb4b51,fba17cd0d092a5,18f4bbda0383e7,solo,0,2,267.2,1,2,0,0,1,1,92.64,"1,445",21,1,95,0,93,0,0,0,0,0,0,0,1463,3,0.883,5.587997442,3.044522438,-0.124430078,-0.124430078
4b91947ab1e2ca,a5d1827f5b9bb5,e21b933a23895e,solo,0,2,154.4,1,4,0,0,1,1,61.72,"1,259",28,1,93,0,93,0,0,0,0,0,0,0,1538,4,0.6522,5.039546638,3.33220451,-0.427404016,-0.427404016
461fba6ad49623,dce96b36d044ba,f6ba364809c8f2,solo,0,2,174.7,1,1,0,0,1,1,7.791,"1,820",23,1,94,0,92,0,0,0,0,0,0,0,2969,10,0.9355,5.163070217,3.135494216,-0.066674133,-0.066674133
c61a59f254a9e1,7b9ed528f2f86d,7ec80a2e9c5f32,solo,0,2,159.2,1,2,0,0,2,1,8.655,"1,374",21,1,90,0,90,0,0,0,0,0,0,0,413.3,2,0.6854,5.070161273,3.044522438,-0.37775267,-0.37775267
7859c16fe85a17,40dd8958be230e,32e4a3802b15a8,solo,0,2,242.9,1,0,0,0,2,1,98.15,"1,880",12,1,99,0,96,"1,463","1,569",0,0.01,18.17,0,0,3263,3,1,5.492649836,2.48490665,0,0
fbeb27a99688f2,557e972d6f1705,d34de4e6c684e0,solo,0,2,200,1,0,0,0,2,1,25.42,"1,282",17,1,97,0,94,0,0,0,0,0,0,0,398.6,4,0.5625,5.298317367,2.833213344,-0.575364145,-0.575364145
1e060a18a8f68c,1045f0107897eb,cb38d66233ebc4,solo,0,2,268.7,1,1,0,0,2,1,26.2,"1,440",18,1,96,0,96,0,0,0,0,0,0,0,1829,4,0.7053,5.593595516,2.890371758,-0.349132035,-0.349132035
5c0267ddcb0099,3e6d705706e2d3,db02c02aaf01ad,solo,0,2,328.1,1,2,0,0,2,1,59.91,"1,439",19,1,98,0,97,0,0,0,0,0,0,0,591.5,4,0.701,5.79331844,2.944438979,-0.355247392,-0.355247392
007f6052aff934,c6ff9e1fd9d313,fde7c4c39e2e18,solo,0,2,267.1,1,22,0,0,2,1,36.03,"1,363",14,1,98,0,97,0,0,0,0,0,0,0,2199,5,0.8763,5.58762312,2.63905733,-0.132046781,-0.132046781
7fe1d1f705ad59,24632a466ae7f2,efa15a345df607,solo,0,2,300,1,0,0,0,3,1,24.95,"1,344",12,1,99,0,96,0,0,0,0,0,0,0,494,4,0.5306,5.703782475,2.48490665,-0.633746837,-0.633746837
67121e9ccebe63,74afc887b50175,196bd4e4c5f830,solo,0,2,390.3,1,1,0,0,3,1,101.5,"1,405",6,1,89,0,87,0,0,0,0,0,0,0,2581,4,0.7841,5.966915674,1.791759469,-0.243218716,-0.243218716
785f98c25e4e21,5872cdf2ef1245,c5ffc77e294b18,solo,0,2,369.6,1,1,0,0,3,1,19.29,"1,381",8,1,94,0,89,0,0,0,0,0,0,0,2499,4,0.8387,5.91242134,2.079441542,-0.175902205,-0.175902205
56f67d1eac6ed9,ba6b518a0a9fd8,09ccc7c175a181,solo,0,2,277,1,1,0,0,3,1,12.18,"1,522",12,1,98,0,97,"1,317","1,654",0,0,0,0,0,205.4,4,0.6392,5.624017506,2.48490665,-0.447537885,-0.447537885
ef9df61ed0d0e4,ce7de1e64fde90,f50824355ee509,solo,0,2,388.7,1,2,0,0,3,1,81.14,"1,368",6,1,91,0,88,0,0,0,0,0,0,0,2318,4,0.9444,5.962807838,1.791759469,-0.057205474,-0.057205474
9c81bf6f42a9d6,b9207a7227c704,d1016e5da0dca8,solo,0,2,300,1,7,0,0,3,1,20.2,"1,399",7,1,96,0,94,0,0,0,0,0,0,0,476.5,4,0.6316,5.703782475,1.945910149,-0.459498997,-0.459498997
6a0dd470281d6f,41d8f8d8f60508,c581ff74da1148,solo,0,2,215.4,1,1,0,0,3,1,250.1,"1,855",6,1,94,0,94,0,0,0,2001,0,0,0,3452,7,0.8495,5.372496765,1.791759469,-0.163107338,-0.163107338
eb3fc163aeeeff,dd7fb1bfaec3ea,68393b39f5c607,solo,0,2,467,1,0,0,0,4,1,65.33,"1,530",7,1,95,0,92,0,0,0,0,0,0,0,422.1,3,0.4681,6.146329258,1.945910149,-0.759073331,-0.759073331
37eafb345002b7,016fd14c3b241e,48962495c1e82c,solo,0,2,372.4,1,0,0,0,4,1,70.45,"1,353",3,1,91,0,89,0,0,0,0,0,0,0,2437,5,0.9667,5.919968545,1.098612289,-0.03386707,-0.03386707
72cc854fa23fa9,bac612944eabce,54394a8f2e0698,solo,0,2,372.6,1,2,0,0,4,1,243.5,"1,385",4,1,94,0,92,0,0,0,0,0,0,0,3640,5,0.9462,5.920505458,1.386294361,-0.055301316,-0.055301316
0267f1d2cff0d3,a29af0101263dd,69d3e11cbdecf7,solo,0,2,526.9,1,3,0,0,5,1,41.24,"1,834",5,1,93,0,92,0,0,0,2030,0,0,0,2200,4,0.6739,6.267010777,1.609437912,-0.394673547,-0.394673547
95440f1ba41b85,b398887f52078c,c4e029d2c9dffb,solo,0,3,200,1,9,0,0,2,1,100.6,"1,820",15,1,96,0,94,"1,582","1,660",0,69.95,0,0,0,2083,4,0.6842,5.298317367,2.708050201,-0.379505006,-0.379505006
e70fba9fc18aa7,3774647e0a3cd9,51527ae7482d95,solo,0,3,332.8,1,1,0,0,2,1,16.64,"1,401",17,1,95,0,92,0,0,0,0,0,0,0,2329,5,0.734,5.807541709,2.833213344,-0.30924625,-0.30924625
f15365cd0bcf74,d6c8580bb87384,48eb37742ab518,solo,0,3,368.8,1,2,0,0,3,1,282,"1,775",4,1,96,0,93,0,0,0,3353,0,0,0,1680,6,0.9895,5.910254492,1.386294361,-0.010555514,-0.010555514
0dec5a258b45c6,2175cb4563768c,75fd30a26320a2,solo,0,3,333.3,1,0,0,0,3,1,23.34,"1,376",6,1,99,0,98,0,0,0,0,0,0,0,2375,7,1,5.809042985,1.791759469,0,0
9c114125ef21d0,fb0a1ec466e4db,2ad7f3a82e1680,solo,0,3,505.8,1,1,0,0,4,1,58.63,"1,371",5,1,78,0,78,0,0,0,0,0,0,0,2131,4,0.961,6.226141334,1.609437912,-0.03978087,-0.03978087
edcf287e359f87,f516d52d15a54f,af9e522ca06ce7,solo,0,3,629.9,1,2,0,0,5,1,60.49,"1,396",4,1,95,0,93,0,0,0,0,0,0,0,1236,5,0.7766,6.445561077,1.386294361,-0.252829862,-0.252829862
0e4cdeac333056,b8c5efef29ee00,c5062e96e39ad6,solo,0,4,360,1,0,0,0,2,1,14.69,"1,865",18,1,93,0,88,0,0,0,3743,0,0,0,1158,4,0.837,5.886104031,2.890371758,-0.177931208,-0.177931208
d790d8e30ae3d5,575f534fcc2394,554382bc4fc03b,solo,0,4,240.6,1,4,0,0,2,1,67.02,"1,339",17,1,98,0,98,"1,312","1,520",0,1605,0,0,0,1139,7,0.8247,5.483135804,2.833213344,-0.192735595,-0.192735595
2f4e8a2e1a153e,ab109aa51d78fe,30eea1ef2cffb0,solo,0,4,221.1,1,3,0,0,3,1,85.93,"1,443",6,1,93,0,91,0,0,0,0,4.959,0,0,2572,4,0.8152,5.398615088,1.791759469,-0.204321797,-0.204321797
79a11774140ea2,fe9befaa522a82,a168bef8f4d00a,solo,0,4,510,1,3,0,0,3,1,36.91,"1,399",9,1,96,0,96,0,0,0,0,0,0,0,1416,4,0.7474,6.234410726,2.197224577,-0.291154762,-0.291154762
31ee9cfe60c3fb,e386040565ef34,d18cecaaaea858,solo,0,4,298,1,1,0,0,3,1,79.12,"1,803",8,1,96,0,92,0,0,0,0,0,0,0,2372,5,0.8316,5.697093487,2.079441542,-0.184403723,-0.184403723
aa73ff0b215b80,230fa2d25c8b67,c87013f4d7427d,solo,0,4,387.3,1,3,0,0,3,1,57.31,"1,824",10,1,94,0,93,0,0,0,3446,0,0,0,1083,6,0.7634,5.959199587,2.302585093,-0.269973139,-0.269973139
a56fb2461d9f27,38c7be833ca2a8,5c3fe9942e9822,solo,0,4,157.6,1,2,0,0,3,1,61.89,"1,349",7,1,93,0,91,"1,393","1,603",0,0,0,0,0,1861,7,0.9565,5.060060177,1.945910149,-0.04447449,-0.04447449
362cc622d4c164,c38d2a21b73799,a9071e14c640f6,solo,0,4,338,1,1,0,0,3,1,20.01,"1,412",6,1,98,0,97,0,0,0,0,0,0,0,2488,8,0.9278,5.823045895,1.791759469,-0.074939087,-0.074939087
a28d9297aa0461,4c2ce25d910ce9,259e0c36573e2a,solo,0,4,373.3,1,1,0,0,4,1,17.98,"1,895",4,1,97,0,92,0,0,0,613.7,0,0,0,2358,7,0.9688,5.922382386,1.386294361,-0.031697087,-0.031697087
449f9a6688f508,1ac46bf549db43,4ae861bfb71eb6,solo,0,4,576,1,2,0,0,6,1,57.19,"1,452",2,1,93,0,93,0,0,0,0,0,0,0,2650,5,0.9891,6.356107661,0.693147181,-0.01095984,-0.01095984
2fbd0c4191cb1f,63827562b67976,f70a7601f11652,solo,0,5,200,1,0,0,0,2,1,34.36,"1,377",16,1,95,0,92,0,0,0,0,0,0,0,2109,6,0.7979,5.298317367,2.772588722,-0.225772003,-0.225772003
5e77a9e07fa9b5,3a7e974d96b898,e3fc00b8565e00,solo,0,6,283.6,1,3,0,0,3,1,110.8,"1,370",8,1,99,0,99,0,0,0,0,0,0,0,2432,8,0.8673,5.647564795,2.079441542,-0.142370341,-0.142370341
aec610f85dfad0,6ffc9c4eefd9f4,c50b85b083c7f1,solo,0,7,299.3,1,15,0,0,2,1,37.43,"1,825",11,1,97,0,96,0,0,0,0,0,0,0,2095,7,0.9479,5.701446415,2.397895273,-0.053506268,-0.053506268
7afc27c35e951a,e1dc2437dffeb8,aa5cd33a7ae6af,solo,0,7,474.4,1,2,0,0,4,1,123.7,"1,985",6,1,97,0,96,0,0,0,4789,50.42,0,0,2920,12,0.9167,6.162050848,1.791759469,-0.086975014,-0.086975014
e3de60fd21f826,5bf498931c54de,e11d2cd04d47ce,solo,0,8,119.3,1,5,0,0,1,1,11.88,"1,383",24,1,94,0,92,0,0,0,768.8,0,0,0,2030,6,0.9355,4.781641329,3.17805383,-0.066674133,-0.066674133
910aa856a30f43,ae039aa6668973,d655dcad39abcb,solo,0,8,490.2,1,3,0,0,5,1,92.31,"1,451",4,1,93,0,90,0,0,0,0,0,0,0,3138,4,0.9457,6.194813471,1.386294361,-0.055829885,-0.055829885
23d36722fb6bd1,440e459daabeef,28feac33c97279,solo,0,9,490.6,1,6,0,0,5,1,94.27,"1,402",3,1,98,0,98,"1,073","1,489",0,0,0,0,0,2900,5,0.9691,6.195629132,1.098612289,-0.031387473,-0.031387473
1682d6be7868af,8c5b1d9309d63b,3cb02f397fc311,solo,0,0,256.8,2,0,0,0,2,1,4.322,"1,427",21,1,98,0,96,0,0,0,0,0,0,0,135.3,5,0.3402,5.548297572,3.044522438,-1.078221599,-1.078221599
c64b1491d96ac9,65f7a06c066894,7c1f6976dfb245,solo,0,1,263.3,2,1,0,0,2,1,37.1,"1,386",11,1,96,0,94,0,0,0,0,0,0,0,2825,3,0.9053,5.573294067,2.397895273,-0.099488899,-0.099488899
273548bee931dd,d82244245d4d0b,2e517a3f5c2b88,solo,0,1,314.8,2,2,0,0,2,1,28.27,"2,062",17,1,100,0,98,"1,187","1,520",0,0,0,0,0,1800,4,0.697,5.751937517,2.833213344,-0.360969868,-0.360969868
a58ba006da0490,d1d11cae87711a,1f27dd67ef5b1d,solo,0,1,283.5,2,0,0,0,3,1,100.9,"1,375",10,1,97,0,96,"1,499","1,497",0,0,0,0,0,908.8,3,0.6875,5.647212123,2.302585093,-0.374693449,-0.374693449
63f7975bf2c20a,834758f46d879b,86462283be7006,solo,0,1,523.3,2,0,0,0,4,1,13.49,"1,895",6,1,90,0,88,0,0,0,0,0,0,0,932.6,3,0.5056,6.260154913,1.791759469,-0.682009436,-0.682009436
255d1764220f83,1b3736db4be013,206b023bcdcd3a,solo,0,1,400,2,2,0,0,4,1,128,"1,786",6,1,95,0,94,0,0,0,0,0,0,0,1633,6,0.6915,5.991464547,1.791759469,-0.368892128,-0.368892128
